provinsi;tahun;sektor;kontribusi_sektor;
Maluku Utara;2011;Akmamin;0.4;
Maluku Utara;2011;Informasi dan Komunikasi;3.6;
Maluku Utara;2011;Jasa Keuangan;2.6;
Maluku Utara;2011;Real Estat;0.1;
Maluku Utara;2011;Jasa Perusahaan;0.3;
Maluku Utara;2011;Adm. Pemerintahan;15.9;
Maluku Utara;2011;Jasa Pendidikan;3.4;
Maluku Utara;2011;Jasa Kesehatan;2.0;
Maluku Utara;2011;Jasa Lainnya;0.8;
Maluku Utara;2012;Pertanian;26.1;
Maluku Utara;2012;Pertambangan;12.7;
Maluku Utara;2012;Industri;5.1;
Maluku Utara;2012;Pengadaan Listrik;0.1;
Maluku Utara;2012;Pengadaan Air;0.1;
Maluku Utara;2012;Konstruksi;6.1;
Maluku Utara;2012;Perdagangan;15.3;
Maluku Utara;2012;Transportasi;5.2;
Maluku Utara;2012;Akmamin;0.4;
Maluku Utara;2012;Informasi dan Komunikasi;3.5;
Maluku Utara;2012;Jasa Keuangan;2.8;
Maluku Utara;2012;Real Estat;0.1;
Maluku Utara;2012;Jasa Perusahaan;0.3;
Maluku Utara;2012;Adm. Pemerintahan;16.1;
Maluku Utara;2012;Jasa Pendidikan;3.3;
Maluku Utara;2012;Jasa Kesehatan;1.9;
Maluku Utara;2012;Jasa Lainnya;0.8;
Maluku Utara;2013;Pertanian;25.7;
Maluku Utara;2013;Pertambangan;12.0;
Maluku Utara;2013;Industri;5.1;
Maluku Utara;2013;Pengadaan Listrik;0.0;
Maluku Utara;2013;Pengadaan Air;0.1;
Maluku Utara;2013;Konstruksi;6.0;
Maluku Utara;2013;Perdagangan;15.8;
Maluku Utara;2013;Transportasi;5.6;
Maluku Utara;2013;Akmamin;0.4;
Maluku Utara;2013;Informasi dan Komunikasi;3.5;
Maluku Utara;2013;Jasa Keuangan;2.9;
Maluku Utara;2013;Real Estat;0.1;
Maluku Utara;2013;Jasa Perusahaan;0.3;
Maluku Utara;2013;Adm. Pemerintahan;16.4;
Maluku Utara;2013;Jasa Pendidikan;3.3;
Maluku Utara;2013;Jasa Kesehatan;2.0;
Maluku Utara;2013;Jasa Lainnya;0.7;
Maluku Utara;2014;Pertanian;25.8;
Maluku Utara;2014;Pertambangan;9.4;
Maluku Utara;2014;Industri;5.2;
Maluku Utara;2014;Pengadaan Listrik;0.1;
Maluku Utara;2014;Pengadaan Air;0.1;
Maluku Utara;2014;Konstruksi;6.2;
Maluku Utara;2014;Perdagangan;16.6;
Maluku Utara;2014;Transportasi;6.0;
Maluku Utara;2014;Akmamin;0.5;
Maluku Utara;2014;Informasi dan Komunikasi;3.7;
Maluku Utara;2014;Jasa Keuangan;2.9;
Maluku Utara;2014;Real Estat;0.1;
Maluku Utara;2014;Jasa Perusahaan;0.3;
Maluku Utara;2014;Adm. Pemerintahan;17.1;
Maluku Utara;2014;Jasa Pendidikan;3.3;
Maluku Utara;2014;Jasa Kesehatan;2.1;
Maluku Utara;2014;Jasa Lainnya;0.7;
Maluku Utara;2015;Pertanian;24.8;
Maluku Utara;2015;Pertambangan;8.8;
Maluku Utara;2015;Industri;5.1;
Maluku Utara;2015;Pengadaan Listrik;0.1;
Maluku Utara;2015;Pengadaan Air;0.1;
Maluku Utara;2015;Konstruksi;6.6;
Maluku Utara;2015;Perdagangan;17.4;
Maluku Utara;2015;Transportasi;6.1;
Maluku Utara;2015;Akmamin;0.4;
Maluku Utara;2015;Informasi dan Komunikasi;3.7;
Maluku Utara;2015;Jasa Keuangan;3.0;
Maluku Utara;2015;Real Estat;0.1;
Maluku Utara;2015;Jasa Perusahaan;0.3;
Maluku Utara;2015;Adm. Pemerintahan;17.1;
Maluku Utara;2015;Jasa Pendidikan;3.5;
Maluku Utara;2015;Jasa Kesehatan;2.1;
Maluku Utara;2015;Jasa Lainnya;0.8;
Maluku Utara;2016;Pertanian;25.0;
Maluku Utara;2016;Pertambangan;8.4;
Maluku Utara;2016;Industri;5.4;
Maluku Utara;2016;Pengadaan Listrik;0.1;
Maluku Utara;2016;Pengadaan Air;0.1;
Maluku Utara;2016;Konstruksi;6.6;
Maluku Utara;2016;Perdagangan;17.7;
Maluku Utara;2016;Transportasi;6.2;
Maluku Utara;2016;Akmamin;0.5;
Maluku Utara;2016;Informasi dan Komunikasi;3.7;
Maluku Utara;2016;Jasa Keuangan;3.2;
Maluku Utara;2016;Real Estat;0.1;
Maluku Utara;2016;Jasa Perusahaan;0.3;
Maluku Utara;2016;Adm. Pemerintahan;16.3;
Maluku Utara;2016;Jasa Pendidikan;3.6;
Maluku Utara;2016;Jasa Kesehatan;2.1;
Maluku Utara;2016;Jasa Lainnya;0.8;
Maluku Utara;2017;Pertanian;23.9;
Maluku Utara;2017;Pertambangan;9.2;
Maluku Utara;2017;Industri;6.4;
Maluku Utara;2017;Pengadaan Listrik;0.1;
Maluku Utara;2017;Pengadaan Air;0.1;
Maluku Utara;2017;Konstruksi;6.6;
Maluku Utara;2017;Perdagangan;17.4;
Maluku Utara;2017;Transportasi;6.3;
Maluku Utara;2017;Akmamin;0.5;
Maluku Utara;2017;Informasi dan Komunikasi;3.7;
Maluku Utara;2017;Jasa Keuangan;3.1;
Maluku Utara;2017;Real Estat;0.1;
Maluku Utara;2017;Jasa Perusahaan;0.3;
Maluku Utara;2017;Adm. Pemerintahan;15.8;
Maluku Utara;2017;Jasa Pendidikan;3.7;
Maluku Utara;2017;Jasa Kesehatan;2.1;
Maluku Utara;2017;Jasa Lainnya;0.8;
Maluku Utara;2018;Pertanian;22.6;
Maluku Utara;2018;Pertambangan;10.8;
Maluku Utara;2018;Industri;7.4;
Maluku Utara;2018;Pengadaan Listrik;0.1;
Maluku Utara;2018;Pengadaan Air;0.1;
Maluku Utara;2018;Konstruksi;6.7;
Maluku Utara;2018;Perdagangan;17.4;
Maluku Utara;2018;Transportasi;6.1;
Maluku Utara;2018;Akmamin;0.4;
Maluku Utara;2018;Informasi dan Komunikasi;3.5;
Maluku Utara;2018;Jasa Keuangan;3.0;
Maluku Utara;2018;Real Estat;0.1;
Maluku Utara;2018;Jasa Perusahaan;0.3;
Maluku Utara;2018;Adm. Pemerintahan;15.2;
Maluku Utara;2018;Jasa Pendidikan;3.4;
Maluku Utara;2018;Jasa Kesehatan;2.0;
Maluku Utara;2018;Jasa Lainnya;0.8;
Maluku Utara;2019;Pertanian;21.9;
Maluku Utara;2019;Pertambangan;10.9;
Maluku Utara;2019;Industri;7.1;
Maluku Utara;2019;Pengadaan Listrik;0.1;
Maluku Utara;2019;Pengadaan Air;0.1;
Maluku Utara;2019;Konstruksi;7.4;
Maluku Utara;2019;Perdagangan;17.9;
Maluku Utara;2019;Transportasi;6.1;
Maluku Utara;2019;Akmamin;0.4;
Maluku Utara;2019;Informasi dan Komunikasi;3.5;
Maluku Utara;2019;Jasa Keuangan;3.0;
Maluku Utara;2019;Real Estat;0.1;
Maluku Utara;2019;Jasa Perusahaan;0.3;
Maluku Utara;2019;Adm. Pemerintahan;15.1;
Maluku Utara;2019;Jasa Pendidikan;3.3;
Maluku Utara;2019;Jasa Kesehatan;2.1;
Maluku Utara;2019;Jasa Lainnya;0.8;
Maluku Utara;2020;Pertanian;21.0;
Maluku Utara;2020;Pertambangan;11.6;
Maluku Utara;2020;Industri;11.5;
Maluku Utara;2020;Pengadaan Listrik;0.1;
Maluku Utara;2020;Pengadaan Air;0.1;
Maluku Utara;2020;Konstruksi;6.9;
Maluku Utara;2020;Perdagangan;15.9;
Maluku Utara;2020;Transportasi;4.6;
Maluku Utara;2020;Akmamin;0.4;
Maluku Utara;2020;Informasi dan Komunikasi;3.4;
Maluku Utara;2020;Jasa Keuangan;3.0;
Maluku Utara;2020;Real Estat;0.1;
Maluku Utara;2020;Jasa Perusahaan;0.3;
Maluku Utara;2020;Adm. Pemerintahan;15.0;
Maluku Utara;2020;Jasa Pendidikan;3.2;
Maluku Utara;2020;Jasa Kesehatan;2.1;
Maluku Utara;2020;Jasa Lainnya;0.7;
Maluku Utara;2021;Pertanian;18.0;
Maluku Utara;2021;Pertambangan;14.6;
Maluku Utara;2021;Industri;20.5;
Maluku Utara;2021;Pengadaan Listrik;0.1;
Maluku Utara;2021;Pengadaan Air;0.1;
Maluku Utara;2021;Konstruksi;6.1;
Maluku Utara;2021;Perdagangan;13.2;
Maluku Utara;2021;Transportasi;3.7;
Maluku Utara;2021;Akmamin;0.3;
Maluku Utara;2021;Informasi dan Komunikasi;3.0;
Maluku Utara;2021;Jasa Keuangan;2.8;
Maluku Utara;2021;Real Estat;0.1;
Maluku Utara;2021;Jasa Perusahaan;0.2;
Maluku Utara;2021;Adm. Pemerintahan;12.1;
Maluku Utara;2021;Jasa Pendidikan;2.7;
Maluku Utara;2021;Jasa Kesehatan;1.8;
Maluku Utara;2021;Jasa Lainnya;0.6;
Maluku Utara;2022;Pertanian;14.3;
Maluku Utara;2022;Pertambangan;17.6;
Maluku Utara;2022;Industri;29.1;
Maluku Utara;2022;Pengadaan Listrik;0.1;
Maluku Utara;2022;Pengadaan Air;0.0;
Maluku Utara;2022;Konstruksi;5.1;
Maluku Utara;2022;Perdagangan;11.1;
Maluku Utara;2022;Transportasi;3.7;
Maluku Utara;2022;Akmamin;0.3;
Maluku Utara;2022;Informasi dan Komunikasi;2.4;
Maluku Utara;2022;Jasa Keuangan;2.3;
Maluku Utara;2022;Real Estat;0.1;
Maluku Utara;2022;Jasa Perusahaan;0.2;
Maluku Utara;2022;Adm. Pemerintahan;9.7;
Maluku Utara;2022;Jasa Pendidikan;2.1;
Maluku Utara;2022;Jasa Kesehatan;1.4;
Maluku Utara;2022;Jasa Lainnya;0.5;
Maluku Utara;2023;Pertanian;12.7;
Maluku Utara;2023;Pertambangan;20.2;
Maluku Utara;2023;Industri;32.6;
Maluku Utara;2023;Pengadaan Listrik;0.1;
Maluku Utara;2023;Pengadaan Air;0.0;
Maluku Utara;2023;Konstruksi;4.3;
Maluku Utara;2023;Perdagangan;10.0;
Maluku Utara;2023;Transportasi;3.5;
Maluku Utara;2023;Akmamin;0.2;
Maluku Utara;2023;Informasi dan Komunikasi;2.1;
Maluku Utara;2023;Jasa Keuangan;2.0;
Maluku Utara;2023;Real Estat;0.1;
Maluku Utara;2023;Jasa Perusahaan;0.2;
Maluku Utara;2023;Adm. Pemerintahan;8.4;
Maluku Utara;2023;Jasa Pendidikan;1.9;
Maluku Utara;2023;Jasa Kesehatan;1.2;
Maluku Utara;2023;Jasa Lainnya;0.4;
Maluku Utara;2024;Pertanian;12.3;
Maluku Utara;2024;Pertambangan;18.6;
Maluku Utara;2024;Industri;34.4;
Maluku Utara;2024;Pengadaan Listrik;0.1;
Maluku Utara;2024;Pengadaan Air;0.0;
Maluku Utara;2024;Konstruksi;4.2;
Maluku Utara;2024;Perdagangan;10.3;
Maluku Utara;2024;Transportasi;3.5;
Maluku Utara;2024;Akmamin;0.2;
Maluku Utara;2024;Informasi dan Komunikasi;2.0;
Maluku Utara;2024;Jasa Keuangan;2.1;
Maluku Utara;2024;Real Estat;0.1;
Maluku Utara;2024;Jasa Perusahaan;0.2;
Maluku Utara;2024;Adm. Pemerintahan;8.7;
Maluku Utara;2024;Jasa Pendidikan;1.8;
Maluku Utara;2024;Jasa Kesehatan;1.2;
Maluku Utara;2024;Jasa Lainnya;0.4;
Maluku Utara;2025;Pertanian;9.5;
Maluku Utara;2025;Pertambangan;20.8;
Maluku Utara;2025;Industri;42.0;
Maluku Utara;2025;Pengadaan Listrik;0.1;
Maluku Utara;2025;Pengadaan Air;0.0;
Maluku Utara;2025;Konstruksi;3.5;
Maluku Utara;2025;Perdagangan;8.4;
Maluku Utara;2025;Transportasi;2.9;
Maluku Utara;2025;Akmamin;0.2;
Maluku Utara;2025;Informasi dan Komunikasi;1.6;
Maluku Utara;2025;Jasa Keuangan;1.7;
Maluku Utara;2025;Real Estat;0.0;
Maluku Utara;2025;Jasa Perusahaan;0.1;
Maluku Utara;2025;Adm. Pemerintahan;6.4;
Maluku Utara;2025;Jasa Pendidikan;1.4;
Maluku Utara;2025;Jasa Kesehatan;0.9;
Maluku Utara;2025;Jasa Lainnya;0.3;
Papua Barat;2011;Pertanian;9.9;
Papua Barat;2011;Pertambangan;29.8;
Papua Barat;2011;Industri;37.0;
Papua Barat;2011;Pengadaan Listrik;0.0;
Papua Barat;2011;Pengadaan Air;0.1;
Papua Barat;2011;Konstruksi;6.7;
Papua Barat;2011;Perdagangan;3.5;
Papua Barat;2011;Transportasi;1.4;
Papua Barat;2011;Akmamin;0.4;
Papua Barat;2011;Informasi dan Komunikasi;0.9;
Papua Barat;2011;Jasa Keuangan;0.7;
Papua Barat;2011;Real Estat;0.8;
Papua Barat;2011;Jasa Perusahaan;0.1;
Papua Barat;2011;Adm. Pemerintahan;6.6;
Papua Barat;2011;Jasa Pendidikan;1.5;
Papua Barat;2011;Jasa Kesehatan;0.5;
Papua Barat;2011;Jasa Lainnya;0.2;
Papua Barat;2012;Pertanian;9.6;
Papua Barat;2012;Pertambangan;29.4;
Papua Barat;2012;Industri;35.5;
Papua Barat;2012;Pengadaan Listrik;0.0;
Papua Barat;2012;Pengadaan Air;0.1;
Papua Barat;2012;Konstruksi;7.5;
Papua Barat;2012;Perdagangan;3.6;
Papua Barat;2012;Transportasi;1.5;
Papua Barat;2012;Akmamin;0.4;
Papua Barat;2012;Informasi dan Komunikasi;1.0;
Papua Barat;2012;Jasa Keuangan;0.8;
Papua Barat;2012;Real Estat;0.8;
Papua Barat;2012;Jasa Perusahaan;0.1;
Papua Barat;2012;Adm. Pemerintahan;7.5;
Papua Barat;2012;Jasa Pendidikan;1.5;
Papua Barat;2012;Jasa Kesehatan;0.6;
Papua Barat;2012;Jasa Lainnya;0.2;
Papua Barat;2013;Pertanian;9.3;
Papua Barat;2013;Pertambangan;28.9;
Papua Barat;2013;Industri;34.9;
Papua Barat;2013;Pengadaan Listrik;0.0;
Papua Barat;2013;Pengadaan Air;0.1;
Papua Barat;2013;Konstruksi;8.5;
Papua Barat;2013;Perdagangan;3.6;
Papua Barat;2013;Transportasi;1.6;
Papua Barat;2013;Akmamin;0.4;
Papua Barat;2013;Informasi dan Komunikasi;0.9;
Papua Barat;2013;Jasa Keuangan;1.0;
Papua Barat;2013;Real Estat;0.9;
Papua Barat;2013;Jasa Perusahaan;0.1;
Papua Barat;2013;Adm. Pemerintahan;7.6;
Papua Barat;2013;Jasa Pendidikan;1.5;
Papua Barat;2013;Jasa Kesehatan;0.5;
Papua Barat;2013;Jasa Lainnya;0.2;
Papua Barat;2014;Pertanian;9.7;
Papua Barat;2014;Pertambangan;26.7;
Papua Barat;2014;Industri;34.3;
Papua Barat;2014;Pengadaan Listrik;0.0;
Papua Barat;2014;Pengadaan Air;0.1;
Papua Barat;2014;Konstruksi;9.3;
Papua Barat;2014;Perdagangan;4.0;
Papua Barat;2014;Transportasi;1.8;
Papua Barat;2014;Akmamin;0.4;
Papua Barat;2014;Informasi dan Komunikasi;1.0;
Papua Barat;2014;Jasa Keuangan;1.1;
Papua Barat;2014;Real Estat;1.0;
Papua Barat;2014;Jasa Perusahaan;0.1;
Papua Barat;2014;Adm. Pemerintahan;8.2;
Papua Barat;2014;Jasa Pendidikan;1.7;
Papua Barat;2014;Jasa Kesehatan;0.5;
Papua Barat;2014;Jasa Lainnya;0.2;
Papua Barat;2015;Pertanian;9.8;
Papua Barat;2015;Pertambangan;26.0;
Papua Barat;2015;Industri;33.2;
Papua Barat;2015;Pengadaan Listrik;0.0;
Papua Barat;2015;Pengadaan Air;0.1;
Papua Barat;2015;Konstruksi;9.8;
Papua Barat;2015;Perdagangan;4.2;
Papua Barat;2015;Transportasi;2.0;
Papua Barat;2015;Akmamin;0.4;
Papua Barat;2015;Informasi dan Komunikasi;1.0;
Papua Barat;2015;Jasa Keuangan;1.1;
Papua Barat;2015;Real Estat;1.0;
Papua Barat;2015;Jasa Perusahaan;0.1;
Papua Barat;2015;Adm. Pemerintahan;8.7;
Papua Barat;2015;Jasa Pendidikan;1.7;
Papua Barat;2015;Jasa Kesehatan;0.6;
Papua Barat;2015;Jasa Lainnya;0.2;
Papua Barat;2016;Pertanian;9.9;
Papua Barat;2016;Pertambangan;26.0;
Papua Barat;2016;Industri;31.6;
Papua Barat;2016;Pengadaan Listrik;0.0;
Papua Barat;2016;Pengadaan Air;0.1;
Papua Barat;2016;Konstruksi;10.4;
Papua Barat;2016;Perdagangan;4.4;
Papua Barat;2016;Transportasi;2.1;
Papua Barat;2016;Akmamin;0.5;
Papua Barat;2016;Informasi dan Komunikasi;1.1;
Papua Barat;2016;Jasa Keuangan;1.1;
Papua Barat;2016;Real Estat;1.1;
Papua Barat;2016;Jasa Perusahaan;0.1;
Papua Barat;2016;Adm. Pemerintahan;9.2;
Papua Barat;2016;Jasa Pendidikan;1.8;
Papua Barat;2016;Jasa Kesehatan;0.6;
Papua Barat;2016;Jasa Lainnya;0.2;
Papua Barat;2017;Pertanian;10.0;
Papua Barat;2017;Pertambangan;24.4;
Papua Barat;2017;Industri;31.8;
Papua Barat;2017;Pengadaan Listrik;0.0;
Papua Barat;2017;Pengadaan Air;0.1;
Papua Barat;2017;Konstruksi;10.9;
Papua Barat;2017;Perdagangan;4.7;
Papua Barat;2017;Transportasi;2.2;
Papua Barat;2017;Akmamin;0.5;
Papua Barat;2017;Informasi dan Komunikasi;1.1;
Papua Barat;2017;Jasa Keuangan;1.1;
Papua Barat;2017;Real Estat;1.1;
Papua Barat;2017;Jasa Perusahaan;0.1;
Papua Barat;2017;Adm. Pemerintahan;9.3;
Papua Barat;2017;Jasa Pendidikan;1.8;
Papua Barat;2017;Jasa Kesehatan;0.6;
Papua Barat;2017;Jasa Lainnya;0.2;
Papua Barat;2018;Pertanian;9.7;
Papua Barat;2018;Pertambangan;24.0;
Papua Barat;2018;Industri;32.8;
Papua Barat;2018;Pengadaan Listrik;0.0;
Papua Barat;2018;Pengadaan Air;0.1;
Papua Barat;2018;Konstruksi;11.0;
Papua Barat;2018;Perdagangan;4.8;
Papua Barat;2018;Transportasi;2.2;
Papua Barat;2018;Akmamin;0.5;
Papua Barat;2018;Informasi dan Komunikasi;1.1;
Papua Barat;2018;Jasa Keuangan;1.1;
Papua Barat;2018;Real Estat;1.1;
Papua Barat;2018;Jasa Perusahaan;0.1;
Papua Barat;2018;Adm. Pemerintahan;9.1;
Papua Barat;2018;Jasa Pendidikan;1.8;
Papua Barat;2018;Jasa Kesehatan;0.6;
Papua Barat;2018;Jasa Lainnya;0.2;
Papua Barat;2019;Pertanian;9.6;
Papua Barat;2019;Pertambangan;22.6;
Papua Barat;2019;Industri;31.0;
Papua Barat;2019;Pengadaan Listrik;0.0;
Papua Barat;2019;Pengadaan Air;0.1;
Papua Barat;2019;Konstruksi;14.2;
Papua Barat;2019;Perdagangan;4.8;
Papua Barat;2019;Transportasi;2.2;
Papua Barat;2019;Akmamin;0.5;
Papua Barat;2019;Informasi dan Komunikasi;1.1;
Papua Barat;2019;Jasa Keuangan;1.1;
Papua Barat;2019;Real Estat;1.1;
Papua Barat;2019;Jasa Perusahaan;0.1;
Papua Barat;2019;Adm. Pemerintahan;9.0;
Papua Barat;2019;Jasa Pendidikan;1.8;
Papua Barat;2019;Jasa Kesehatan;0.6;
Papua Barat;2019;Jasa Lainnya;0.2;
Papua Barat;2020;Pertanian;9.7;
Papua Barat;2020;Pertambangan;23.1;
Papua Barat;2020;Industri;31.0;
Papua Barat;2020;Pengadaan Listrik;0.0;
Papua Barat;2020;Pengadaan Air;0.1;
Papua Barat;2020;Konstruksi;13.0;
Papua Barat;2020;Perdagangan;5.1;
Papua Barat;2020;Transportasi;1.7;
Papua Barat;2020;Akmamin;0.5;
Papua Barat;2020;Informasi dan Komunikasi;1.2;
Papua Barat;2020;Jasa Keuangan;1.2;
Papua Barat;2020;Real Estat;1.1;
Papua Barat;2020;Jasa Perusahaan;0.1;
Papua Barat;2020;Adm. Pemerintahan;9.7;
Papua Barat;2020;Jasa Pendidikan;1.6;
Papua Barat;2020;Jasa Kesehatan;0.7;
Papua Barat;2020;Jasa Lainnya;0.2;
Papua Barat;2021;Pertanian;9.8;
Papua Barat;2021;Pertambangan;22.8;
Papua Barat;2021;Industri;30.8;
Papua Barat;2021;Pengadaan Listrik;0.0;
Papua Barat;2021;Pengadaan Air;0.1;
Papua Barat;2021;Konstruksi;13.0;
Papua Barat;2021;Perdagangan;5.3;
Papua Barat;2021;Transportasi;1.8;
Papua Barat;2021;Akmamin;0.5;
Papua Barat;2021;Informasi dan Komunikasi;1.3;
Papua Barat;2021;Jasa Keuangan;1.4;
Papua Barat;2021;Real Estat;1.1;
Papua Barat;2021;Jasa Perusahaan;0.1;
Papua Barat;2021;Adm. Pemerintahan;9.6;
Papua Barat;2021;Jasa Pendidikan;1.6;
Papua Barat;2021;Jasa Kesehatan;0.7;
Papua Barat;2021;Jasa Lainnya;0.2;
Papua Barat;2022;Pertanian;9.1;
Papua Barat;2022;Pertambangan;23.0;
Papua Barat;2022;Industri;33.1;
Papua Barat;2022;Pengadaan Listrik;0.0;
Papua Barat;2022;Pengadaan Air;0.1;
Papua Barat;2022;Konstruksi;11.5;
Papua Barat;2022;Perdagangan;5.1;
Papua Barat;2022;Transportasi;1.9;
Papua Barat;2022;Akmamin;0.6;
Papua Barat;2022;Informasi dan Komunikasi;1.2;
Papua Barat;2022;Jasa Keuangan;1.4;
Papua Barat;2022;Real Estat;1.1;
Papua Barat;2022;Jasa Perusahaan;0.1;
Papua Barat;2022;Adm. Pemerintahan;9.4;
Papua Barat;2022;Jasa Pendidikan;1.5;
Papua Barat;2022;Jasa Kesehatan;0.7;
Papua Barat;2022;Jasa Lainnya;0.2;
Papua Barat;2023;Pertanian;8.3;
Papua Barat;2023;Pertambangan;23.4;
Papua Barat;2023;Industri;35.7;
Papua Barat;2023;Pengadaan Listrik;0.0;
Papua Barat;2023;Pengadaan Air;0.1;
Papua Barat;2023;Konstruksi;9.4;
Papua Barat;2023;Perdagangan;5.4;
Papua Barat;2023;Transportasi;1.9;
Papua Barat;2023;Akmamin;0.5;
Papua Barat;2023;Informasi dan Komunikasi;1.2;
Papua Barat;2023;Jasa Keuangan;1.5;
Papua Barat;2023;Real Estat;1.0;
Papua Barat;2023;Jasa Perusahaan;0.1;
Papua Barat;2023;Adm. Pemerintahan;9.2;
Papua Barat;2023;Jasa Pendidikan;1.4;
Papua Barat;2023;Jasa Kesehatan;0.6;
Papua Barat;2023;Jasa Lainnya;0.2;
Papua Barat;2024;Pertanian;6.7;
Papua Barat;2024;Pertambangan;25.4;
Papua Barat;2024;Industri;38.9;
Papua Barat;2024;Pengadaan Listrik;0.0;
Papua Barat;2024;Pengadaan Air;0.1;
Papua Barat;2024;Konstruksi;7.9;
Papua Barat;2024;Perdagangan;4.7;
Papua Barat;2024;Transportasi;1.6;
Papua Barat;2024;Akmamin;0.5;
Papua Barat;2024;Informasi dan Komunikasi;1.0;
Papua Barat;2024;Jasa Keuangan;1.2;
Papua Barat;2024;Real Estat;0.9;
Papua Barat;2024;Jasa Perusahaan;0.1;
Papua Barat;2024;Adm. Pemerintahan;9.0;
Papua Barat;2024;Jasa Pendidikan;1.2;
Papua Barat;2024;Jasa Kesehatan;0.5;
Papua Barat;2024;Jasa Lainnya;0.2;
Papua Barat;2025;Pertanian;6.4;
Papua Barat;2025;Pertambangan;25.6;
Papua Barat;2025;Industri;39.8;
Papua Barat;2025;Pengadaan Listrik;0.0;
Papua Barat;2025;Pengadaan Air;0.1;
Papua Barat;2025;Konstruksi;7.7;
Papua Barat;2025;Perdagangan;4.6;
Papua Barat;2025;Transportasi;1.6;
Papua Barat;2025;Akmamin;0.5;
Papua Barat;2025;Informasi dan Komunikasi;1.0;
Papua Barat;2025;Jasa Keuangan;1.1;
Papua Barat;2025;Real Estat;0.9;
Papua Barat;2025;Jasa Perusahaan;0.1;
Papua Barat;2025;Adm. Pemerintahan;8.6;
Papua Barat;2025;Jasa Pendidikan;1.2;
Papua Barat;2025;Jasa Kesehatan;0.5;
Papua Barat;2025;Jasa Lainnya;0.2;
Papua Barat Daya;2011;Pertanian;12.6;
Papua Barat Daya;2011;Pertambangan;19.3;
Papua Barat Daya;2011;Industri;25.4;
Papua Barat Daya;2011;Pengadaan Listrik;0.0;
Papua Barat Daya;2011;Pengadaan Air;0.2;
Papua Barat Daya;2011;Konstruksi;12.2;
Papua Barat Daya;2011;Perdagangan;8.3;
Papua Barat Daya;2011;Transportasi;2.6;
Papua Barat Daya;2011;Akmamin;0.7;
Papua Barat Daya;2011;Informasi dan Komunikasi;2.1;
Papua Barat Daya;2011;Jasa Keuangan;1.5;
Papua Barat Daya;2011;Real Estat;1.2;
Papua Barat Daya;2011;Jasa Perusahaan;0.2;
Papua Barat Daya;2011;Adm. Pemerintahan;8.7;
Papua Barat Daya;2011;Jasa Pendidikan;3.4;
Papua Barat Daya;2011;Jasa Kesehatan;1.1;
Papua Barat Daya;2011;Jasa Lainnya;0.4;
Papua Barat Daya;2012;Pertanian;12.5;
Papua Barat Daya;2012;Pertambangan;16.5;
Papua Barat Daya;2012;Industri;24.6;
Papua Barat Daya;2012;Pengadaan Listrik;0.0;
Papua Barat Daya;2012;Pengadaan Air;0.2;
Papua Barat Daya;2012;Konstruksi;14.0;
Papua Barat Daya;2012;Perdagangan;8.6;
Papua Barat Daya;2012;Transportasi;2.9;
Papua Barat Daya;2012;Akmamin;0.8;
Papua Barat Daya;2012;Informasi dan Komunikasi;2.2;
Papua Barat Daya;2012;Jasa Keuangan;1.9;
Papua Barat Daya;2012;Real Estat;1.3;
Papua Barat Daya;2012;Jasa Perusahaan;0.2;
Papua Barat Daya;2012;Adm. Pemerintahan;9.8;
Papua Barat Daya;2012;Jasa Pendidikan;3.3;
Papua Barat Daya;2012;Jasa Kesehatan;1.1;
Papua Barat Daya;2012;Jasa Lainnya;0.4;
Papua Barat Daya;2013;Pertanian;12.3;
Papua Barat Daya;2013;Pertambangan;14.8;
Papua Barat Daya;2013;Industri;23.0;
Papua Barat Daya;2013;Pengadaan Listrik;0.0;
Papua Barat Daya;2013;Pengadaan Air;0.2;
Papua Barat Daya;2013;Konstruksi;16.1;
Papua Barat Daya;2013;Perdagangan;8.8;
Papua Barat Daya;2013;Transportasi;3.1;
Papua Barat Daya;2013;Akmamin;0.8;
Papua Barat Daya;2013;Informasi dan Komunikasi;2.2;
Papua Barat Daya;2013;Jasa Keuangan;2.2;
Papua Barat Daya;2013;Real Estat;1.3;
Papua Barat Daya;2013;Jasa Perusahaan;0.2;
Papua Barat Daya;2013;Adm. Pemerintahan;10.1;
Papua Barat Daya;2013;Jasa Pendidikan;3.4;
Papua Barat Daya;2013;Jasa Kesehatan;1.1;
Papua Barat Daya;2013;Jasa Lainnya;0.4;
Papua Barat Daya;2014;Pertanian;12.4;
Papua Barat Daya;2014;Pertambangan;12.8;
Papua Barat Daya;2014;Industri;22.1;
Papua Barat Daya;2014;Pengadaan Listrik;0.0;
Papua Barat Daya;2014;Pengadaan Air;0.2;
Papua Barat Daya;2014;Konstruksi;17.8;
Papua Barat Daya;2014;Perdagangan;9.1;
Papua Barat Daya;2014;Transportasi;3.3;
Papua Barat Daya;2014;Akmamin;0.8;
Papua Barat Daya;2014;Informasi dan Komunikasi;2.3;
Papua Barat Daya;2014;Jasa Keuangan;2.3;
Papua Barat Daya;2014;Real Estat;1.4;
Papua Barat Daya;2014;Jasa Perusahaan;0.2;
Papua Barat Daya;2014;Adm. Pemerintahan;10.4;
Papua Barat Daya;2014;Jasa Pendidikan;3.5;
Papua Barat Daya;2014;Jasa Kesehatan;1.1;
Papua Barat Daya;2014;Jasa Lainnya;0.4;
Papua Barat Daya;2015;Pertanian;12.3;
