provinsi;sektor;lq_2025;rps_2025;im_2025;rs_2025;kontribusi_2025;pertumbuhan_2025
Aceh;Pertanian;2.4;1.3;-19.5;8.3;3.7;31.0
Aceh;Pertambangan;1.0;1.0;-27.5;0.8;2.9;7.4
Aceh;Industri;0.2;0.1;-8.6;-36.5;2.6;4.9
Aceh;Pengadaan Listrik;0.2;1.2;-5.0;7.5;3.2;0.1
Aceh;Pengadaan Air;0.5;1.5;-1.7;25.1;3.7;0.0
Aceh;Konstruksi;0.9;0.7;-2.1;-16.7;0.8;8.8
Aceh;Perdagangan;1.2;0.9;-4.1;-6.7;5.6;14.8
Aceh;Transportasi;1.6;0.4;36.9;-53.3;9.4;6.4
Aceh;Akmamin;0.5;1.3;14.6;21.0;12.1;1.7
Aceh;Informasi dan Komunikasi;0.6;0.5;71.9;-57.6;5.0;2.8
Aceh;Jasa Keuangan;0.4;0.6;4.4;-23.4;2.3;1.6
Aceh;Real Estat;1.6;1.6;-14.4;21.3;3.9;3.7
Aceh;Jasa Perusahaan;0.3;0.5;33.7;-44.2;3.6;0.6
Aceh;Adm. Pemerintahan;2.8;1.4;-16.0;15.7;3.0;8.9
Aceh;Jasa Pendidikan;0.9;1.8;-13.1;31.6;3.4;2.7
Aceh;Jasa Kesehatan;2.3;0.8;46.7;-23.8;3.5;3.1
Aceh;Jasa Lainnya;0.7;0.7;51.1;-30.2;6.3;1.4
Sumatera Utara;Pertanian;2.2;1.6;-19.5;19.8;4.2;24.0
Sumatera Utara;Pertambangan;0.2;1.5;-27.5;13.0;3.0;1.2
Sumatera Utara;Industri;0.8;0.7;-8.6;-12.9;3.4;18.6
Sumatera Utara;Pengadaan Listrik;0.1;1.1;-5.0;4.6;3.2;0.1
Sumatera Utara;Pengadaan Air;1.2;1.0;-1.7;1.1;3.4;0.1
Sumatera Utara;Konstruksi;1.2;1.0;-2.1;-2.1;4.0;12.9
Sumatera Utara;Perdagangan;1.4;1.3;-4.1;13.6;5.7;19.0
Sumatera Utara;Transportasi;1.0;0.7;36.9;-26.3;10.8;5.0
Sumatera Utara;Akmamin;0.8;1.0;14.6;0.8;8.5;2.1
Sumatera Utara;Informasi dan Komunikasi;0.5;0.9;71.9;-14.4;7.3;2.3
Sumatera Utara;Jasa Keuangan;0.7;0.6;4.4;-21.0;4.1;2.8
Sumatera Utara;Real Estat;1.6;1.7;-14.4;25.0;5.4;4.6
Sumatera Utara;Jasa Perusahaan;0.5;0.8;33.7;-19.5;7.8;1.1
Sumatera Utara;Adm. Pemerintahan;1.0;0.9;-16.0;-2.7;1.7;3.0
Sumatera Utara;Jasa Pendidikan;0.7;1.6;-13.1;21.4;5.6;1.7
Sumatera Utara;Jasa Kesehatan;0.7;0.6;46.7;-38.8;6.2;0.9
Sumatera Utara;Jasa Lainnya;0.3;0.6;51.1;-37.3;7.0;0.6
Sumatera Barat;Pertanian;1.9;1.0;-19.5;0.2;3.3;21.4
Sumatera Barat;Pertambangan;0.5;1.1;-27.5;2.2;2.9;4.0
Sumatera Barat;Industri;0.5;0.5;-8.6;-20.3;3.2;8.5
Sumatera Barat;Pengadaan Listrik;0.1;0.8;-5.0;-10.0;3.2;0.1
Sumatera Barat;Pengadaan Air;1.2;0.8;-1.7;-11.5;2.5;0.1
Sumatera Barat;Konstruksi;0.9;1.0;-2.1;-1.9;2.9;9.9
Sumatera Barat;Perdagangan;1.3;1.3;-4.1;13.1;4.6;16.5
Sumatera Barat;Transportasi;2.1;0.3;36.9;-57.4;4.3;11.0
Sumatera Barat;Akmamin;0.4;1.0;14.6;2.3;8.0;1.4
Sumatera Barat;Informasi dan Komunikasi;1.3;0.9;71.9;-13.8;6.3;6.7
Sumatera Barat;Jasa Keuangan;0.8;1.0;4.4;-2.1;5.2;3.1
Sumatera Barat;Real Estat;0.8;1.6;-14.4;22.3;5.9;2.1
Sumatera Barat;Jasa Perusahaan;0.2;0.6;33.7;-33.2;6.0;0.4
Sumatera Barat;Adm. Pemerintahan;1.8;1.3;-16.0;9.5;3.9;6.5
Sumatera Barat;Jasa Pendidikan;1.4;1.8;-13.1;31.1;3.6;4.5
Sumatera Barat;Jasa Kesehatan;1.3;1.0;46.7;-3.0;6.4;1.7
Sumatera Barat;Jasa Lainnya;0.9;0.8;51.1;-16.9;8.9;2.1
Riau;Pertanian;2.4;1.5;-19.5;15.3;3.3;26.8
Riau;Pertambangan;1.9;-1.1;-27.5;-48.9;1.1;19.3
Riau;Industri;1.6;1.3;-8.6;10.8;4.6;28.2
Riau;Pengadaan Listrik;0.1;2.4;-5.0;63.2;6.9;0.1
Riau;Pengadaan Air;0.2;0.8;-1.7;-12.3;5.2;0.0
Riau;Konstruksi;0.9;1.2;-2.1;9.3;6.4;9.3
Riau;Perdagangan;0.8;1.3;-4.1;12.9;7.3;10.1
Riau;Transportasi;0.2;0.3;36.9;-62.3;9.3;0.8
Riau;Akmamin;0.1;0.6;14.6;-23.5;7.5;0.5
Riau;Informasi dan Komunikasi;0.2;0.8;71.9;-21.3;7.0;0.8
Riau;Jasa Keuangan;0.2;0.7;4.4;-18.5;3.7;0.9
Riau;Real Estat;0.4;1.1;-14.4;5.4;4.3;0.8
Riau;Jasa Perusahaan;0.0;0.5;33.7;-45.7;9.3;0.0
Riau;Adm. Pemerintahan;0.6;0.9;-16.0;-4.7;6.4;1.3
Riau;Jasa Pendidikan;0.2;1.3;-13.1;12.7;5.2;0.5
Riau;Jasa Kesehatan;0.2;1.1;46.7;6.5;6.2;0.2
Riau;Jasa Lainnya;0.2;0.6;51.1;-44.7;9.5;0.4
Jambi;Pertanian;2.4;1.7;-19.5;21.3;5.1;32.6
Jambi;Pertambangan;3.1;1.3;-27.5;7.3;3.2;15.5
Jambi;Industri;0.5;0.8;-8.6;-9.2;4.3;9.8
Jambi;Pengadaan Listrik;0.1;2.1;-5.0;48.8;9.6;0.1
Jambi;Pengadaan Air;1.5;0.7;-1.7;-15.1;1.8;0.1
Jambi;Konstruksi;0.8;1.1;-2.1;4.1;3.2;7.1
Jambi;Perdagangan;0.8;1.4;-4.1;20.7;7.0;13.1
Jambi;Transportasi;0.7;0.8;36.9;-18.8;10.6;3.1
Jambi;Akmamin;0.4;1.1;14.6;7.9;8.1;1.1
Jambi;Informasi dan Komunikasi;0.6;0.8;71.9;-27.2;7.1;3.6
Jambi;Jasa Keuangan;0.6;0.8;4.4;-9.6;2.9;2.2
Jambi;Real Estat;0.5;1.3;-14.4;12.4;4.2;1.4
Jambi;Jasa Perusahaan;0.6;1.0;33.7;0.7;12.1;1.5
Jambi;Adm. Pemerintahan;1.0;0.7;-16.0;-11.4;2.8;3.6
Jambi;Jasa Pendidikan;1.1;1.4;-13.1;13.4;4.1;3.0
Jambi;Jasa Kesehatan;1.0;0.9;46.7;-11.1;4.4;1.2
Jambi;Jasa Lainnya;0.5;0.6;51.1;-45.1;6.9;0.9
Sumatera Selatan;Pertanian;1.4;1.0;-19.5;-1.2;3.5;13.4
Sumatera Selatan;Pertambangan;3.2;2.5;-27.5;36.0;5.2;25.7
Sumatera Selatan;Industri;0.9;1.2;-8.6;10.2;4.4;18.0
Sumatera Selatan;Pengadaan Listrik;0.1;2.6;-5.0;74.7;5.3;0.1
Sumatera Selatan;Pengadaan Air;1.2;0.6;-1.7;-21.0;1.2;0.1
Sumatera Selatan;Konstruksi;1.1;1.1;-2.1;3.0;4.2;10.7
Sumatera Selatan;Perdagangan;0.9;2.1;-4.1;49.9;8.4;13.6
Sumatera Selatan;Transportasi;0.4;0.7;36.9;-26.3;6.9;2.4
Sumatera Selatan;Akmamin;0.5;2.0;14.6;68.7;11.7;1.9
Sumatera Selatan;Informasi dan Komunikasi;0.6;0.9;71.9;-8.7;7.4;2.9
Sumatera Selatan;Jasa Keuangan;0.6;0.7;4.4;-19.4;3.9;2.1
Sumatera Selatan;Real Estat;1.3;2.4;-14.4;51.1;6.4;2.9
Sumatera Selatan;Jasa Perusahaan;0.1;0.7;33.7;-25.7;4.1;0.1
Sumatera Selatan;Adm. Pemerintahan;1.0;1.3;-16.0;10.4;5.0;2.5
Sumatera Selatan;Jasa Pendidikan;0.9;0.9;-13.1;-2.8;3.9;2.1
Sumatera Selatan;Jasa Kesehatan;0.5;0.6;46.7;-36.4;4.3;0.6
Sumatera Selatan;Jasa Lainnya;0.4;0.5;51.1;-51.8;3.1;0.7
Bengkulu;Pertanian;2.3;1.1;-19.5;1.7;3.3;29.1
Bengkulu;Pertambangan;0.4;0.7;-27.5;-8.0;0.9;5.2
Bengkulu;Industri;0.3;0.8;-8.6;-6.6;4.0;5.4
Bengkulu;Pengadaan Listrik;0.1;2.4;-5.0;62.4;4.9;0.1
Bengkulu;Pengadaan Air;2.6;0.7;-1.7;-13.7;4.0;0.2
Bengkulu;Konstruksi;0.5;1.1;-2.1;4.3;3.5;4.9
Bengkulu;Perdagangan;1.2;1.2;-4.1;9.2;3.4;13.8
Bengkulu;Transportasi;1.8;0.7;36.9;-22.8;7.3;9.6
Bengkulu;Akmamin;0.6;1.6;14.6;41.8;9.8;1.8
Bengkulu;Informasi dan Komunikasi;0.9;0.9;71.9;-15.1;8.9;3.9
Bengkulu;Jasa Keuangan;0.8;0.7;4.4;-19.4;1.4;3.0
Bengkulu;Real Estat;1.6;1.2;-14.4;8.3;4.7;3.3
Bengkulu;Jasa Perusahaan;1.2;0.8;33.7;-16.5;8.8;2.3
Bengkulu;Adm. Pemerintahan;2.9;1.5;-16.0;15.9;4.1;8.6
Bengkulu;Jasa Pendidikan;2.3;1.4;-13.1;15.5;5.9;6.0
Bengkulu;Jasa Kesehatan;1.5;1.2;46.7;16.8;7.1;2.0
Bengkulu;Jasa Lainnya;0.5;1.0;51.1;2.3;9.5;0.9
Lampung;Pertanian;2.1;0.4;-19.5;-18.1;1.6;27.1
Lampung;Pertambangan;0.6;0.4;-27.5;-14.8;0.7;5.2
Lampung;Industri;0.9;1.2;-8.6;9.9;4.3;18.6
Lampung;Pengadaan Listrik;0.1;1.7;-5.0;33.0;-0.5;0.1
Lampung;Pengadaan Air;1.2;0.9;-1.7;-4.5;1.6;0.1
Lampung;Konstruksi;1.1;1.5;-2.1;25.6;4.8;9.6
Lampung;Perdagangan;1.1;1.9;-4.1;40.9;9.4;13.9
Lampung;Transportasi;1.4;1.3;36.9;22.3;13.5;7.0
Lampung;Akmamin;0.5;1.4;14.6;23.3;9.8;1.6
Lampung;Informasi dan Komunikasi;0.8;0.8;71.9;-21.5;5.3;3.9
Lampung;Jasa Keuangan;0.5;0.7;4.4;-16.6;2.6;2.0
Lampung;Real Estat;1.1;1.2;-14.4;7.4;3.7;2.6
Lampung;Jasa Perusahaan;0.1;0.8;33.7;-20.0;9.1;0.2
Lampung;Adm. Pemerintahan;1.0;1.1;-16.0;2.4;2.2;3.1
Lampung;Jasa Pendidikan;1.0;1.4;-13.1;13.8;2.1;2.8
Lampung;Jasa Kesehatan;0.7;0.7;46.7;-32.4;3.3;1.0
Lampung;Jasa Lainnya;0.6;1.1;51.1;13.5;14.7;1.1
Kepulauan Bangka Belitung;Pertanian;1.7;1.2;-19.5;5.6;2.8;19.9
Kepulauan Bangka Belitung;Pertambangan;1.5;0.1;-27.5;-22.1;0.5;7.9
Kepulauan Bangka Belitung;Industri;1.0;0.5;-8.6;-19.9;1.9;21.2
Kepulauan Bangka Belitung;Pengadaan Listrik;0.1;1.5;-5.0;24.3;2.2;0.1
Kepulauan Bangka Belitung;Pengadaan Air;0.2;0.8;-1.7;-10.2;2.6;0.0
Kepulauan Bangka Belitung;Konstruksi;0.8;0.8;-2.1;-11.3;1.5;9.0
Kepulauan Bangka Belitung;Perdagangan;1.1;0.9;-4.1;-5.1;4.4;15.6
Kepulauan Bangka Belitung;Transportasi;0.9;0.7;36.9;-26.3;9.6;4.7
Kepulauan Bangka Belitung;Akmamin;0.9;1.3;14.6;22.0;8.3;3.2
Kepulauan Bangka Belitung;Informasi dan Komunikasi;0.5;1.4;71.9;54.0;10.6;2.3
Kepulauan Bangka Belitung;Jasa Keuangan;0.5;0.8;4.4;-8.4;5.3;1.9
Kepulauan Bangka Belitung;Real Estat;1.3;1.6;-14.4;20.6;4.1;3.4
Kepulauan Bangka Belitung;Jasa Perusahaan;0.1;0.5;33.7;-40.7;8.5;0.3
Kepulauan Bangka Belitung;Adm. Pemerintahan;1.8;1.5;-16.0;18.3;3.5;5.3
Kepulauan Bangka Belitung;Jasa Pendidikan;1.0;2.1;-13.1;40.4;7.8;3.0
Kepulauan Bangka Belitung;Jasa Kesehatan;1.1;0.8;46.7;-18.2;4.5;1.4
Kepulauan Bangka Belitung;Jasa Lainnya;0.4;0.9;51.1;-13.8;9.0;0.9
Kepulauan Riau;Pertanian;0.2;0.1;-19.5;-27.6;2.7;3.0
Kepulauan Riau;Pertambangan;1.5;-0.2;-27.5;-29.4;-0.4;10.9
Kepulauan Riau;Industri;2.1;1.4;-8.6;15.8;5.6;40.9
Kepulauan Riau;Pengadaan Listrik;1.1;1.6;-5.0;28.9;10.5;1.1
Kepulauan Riau;Pengadaan Air;1.6;0.9;-1.7;-2.8;6.7;0.1
Kepulauan Riau;Konstruksi;2.0;1.2;-2.1;10.8;6.6;19.9
Kepulauan Riau;Perdagangan;0.6;1.2;-4.1;11.5;8.2;9.2
Kepulauan Riau;Transportasi;0.4;0.1;36.9;-82.4;15.7;2.0
Kepulauan Riau;Akmamin;0.7;0.9;14.6;-5.3;21.0;1.8
Kepulauan Riau;Informasi dan Komunikasi;0.5;1.1;71.9;8.9;6.5;2.6
Kepulauan Riau;Jasa Keuangan;0.7;0.9;4.4;-6.6;6.1;2.7
Kepulauan Riau;Real Estat;0.5;0.5;-14.4;-18.7;5.3;1.1
Kepulauan Riau;Jasa Perusahaan;0.0;0.3;33.7;-62.0;13.8;0.0
Kepulauan Riau;Adm. Pemerintahan;0.7;1.4;-16.0;15.0;6.2;2.4
Kepulauan Riau;Jasa Pendidikan;0.4;0.7;-13.1;-11.1;4.2;1.3
Kepulauan Riau;Jasa Kesehatan;0.7;0.6;46.7;-41.1;4.4;0.8
Kepulauan Riau;Jasa Lainnya;0.1;0.0;51.1;-101.3;27.3;0.3
DKI Jakarta;Pertanian;0.0;0.4;-19.5;-18.1;1.7;0.1
DKI Jakarta;Pertambangan;0.0;-1.6;-27.5;-61.8;-7.8;0.2
DKI Jakarta;Industri;0.5;0.7;-8.6;-14.3;2.6;11.7
DKI Jakarta;Pengadaan Listrik;0.1;-0.6;-5.0;-72.3;-9.5;0.2
DKI Jakarta;Pengadaan Air;0.4;0.5;-1.7;-26.6;0.9;0.0
DKI Jakarta;Konstruksi;1.1;0.4;-2.1;-27.1;3.6;10.8
DKI Jakarta;Perdagangan;1.2;1.2;-4.1;7.5;6.2;17.8
DKI Jakarta;Transportasi;0.9;1.3;36.9;26.3;9.2;4.4
DKI Jakarta;Akmamin;1.6;1.0;14.6;-2.7;9.2;4.8
DKI Jakarta;Informasi dan Komunikasi;2.0;1.0;71.9;-1.4;6.4;9.3
DKI Jakarta;Jasa Keuangan;2.7;1.0;4.4;0.8;4.0;11.1
DKI Jakarta;Real Estat;2.1;0.9;-14.4;-4.6;1.8;5.5
DKI Jakarta;Jasa Perusahaan;4.2;1.0;33.7;-4.1;6.2;8.8
DKI Jakarta;Adm. Pemerintahan;1.0;0.4;-16.0;-22.3;2.2;4.4
DKI Jakarta;Jasa Pendidikan;1.5;1.0;-13.1;0.8;3.0;4.5
DKI Jakarta;Jasa Kesehatan;1.6;1.2;46.7;19.2;6.4;2.2
DKI Jakarta;Jasa Lainnya;2.0;0.9;51.1;-9.5;10.2;4.3
Jawa Barat;Pertanian;0.6;1.2;-19.5;4.9;4.0;8.6
Jawa Barat;Pertambangan;0.2;-0.6;-27.5;-37.1;-0.3;1.0
Jawa Barat;Industri;2.0;1.1;-8.6;2.8;4.5;41.5
Jawa Barat;Pengadaan Listrik;0.3;0.0;-5.0;-46.6;1.7;0.5
Jawa Barat;Pengadaan Air;1.1;1.4;-1.7;21.1;3.3;0.1
Jawa Barat;Konstruksi;0.8;1.1;-2.1;3.8;4.5;8.4
Jawa Barat;Perdagangan;1.1;0.8;-4.1;-8.0;4.6;14.4
Jawa Barat;Transportasi;1.2;1.0;36.9;-1.7;11.5;6.0
Jawa Barat;Akmamin;0.9;1.3;14.6;18.5;9.2;3.0
Jawa Barat;Informasi dan Komunikasi;1.0;1.6;71.9;73.4;7.8;3.8
Jawa Barat;Jasa Keuangan;0.6;0.8;4.4;-9.1;2.6;2.8
Jawa Barat;Real Estat;0.6;2.8;-14.4;67.0;6.4;1.2
Jawa Barat;Jasa Perusahaan;0.2;0.8;33.7;-18.1;7.9;0.5
Jawa Barat;Adm. Pemerintahan;0.5;0.5;-16.0;-15.9;3.3;1.8
Jawa Barat;Jasa Pendidikan;1.0;1.8;-13.1;31.0;5.1;3.3
Jawa Barat;Jasa Kesehatan;0.6;0.9;46.7;-12.0;6.9;0.8
Jawa Barat;Jasa Lainnya;1.1;0.8;51.1;-15.9;8.6;2.3
Jawa Tengah;Pertanian;1.0;0.7;-19.5;-9.1;2.4;13.2
Jawa Tengah;Pertambangan;0.3;1.6;-27.5;13.4;0.1;2.2
Jawa Tengah;Industri;1.6;0.9;-8.6;-5.7;3.9;33.8
Jawa Tengah;Pengadaan Listrik;0.1;1.4;-5.0;17.0;5.5;0.1
Jawa Tengah;Pengadaan Air;0.8;0.8;-1.7;-8.8;2.2;0.1
Jawa Tengah;Konstruksi;1.1;1.3;-2.1;14.1;5.6;11.3
Jawa Tengah;Perdagangan;1.1;1.1;-4.1;5.2;4.5;13.5
Jawa Tengah;Transportasi;0.9;1.0;36.9;3.5;23.4;4.0
